client_id,pred
a9a604ed6e,0.5220440848235599
ebd7360016,0.5188894917189409
908cd9b8e8,0.5207466333696558
dceb8ce861,0.5150766294634124
f4f0ac6b06,0.5149404749099766
5047ab8574,0.6929287067322839
e3574a0076,0.5084219138299182
4789764e7d,0.5144658283184415
7e66529579,0.5138506549179802
5f9a02e6a5,0.5149284651902422
81486dfd30,0.5105513675136037
6a73b7e876,0.5108050327498541
2c1ea1e175,0.5075941726477929
c06b0ec579,0.5125264399983225
2c90382a10,0.5280023162487903
1b8dcbe705,0.561986576124002
2a442c78d3,0.5270173775386408
d8f5bd239b,0.5306121002340016
8b2f33dbce,0.5117380571113963
bc00f6ce43,0.4744132714114744
7fb675d24c,0.5243022559246476
a437d9a84f,0.49834268845010954
faaf16f9d8,0.5110124780831178
54036c60b4,0.526803696813578
141ed250f6,0.5297517801376305
cefea38c34,0.5204353096181114
7e4445bf16,0.5108936045501489
ebcfacd3d9,0.5269360888578747
62f17a09b9,0.5248005819231172
6fbd9a3f0a,0.5170090664134382
1773d57c9b,0.5123431853570082
e97d442b6d,0.5080608575192385
9debde44c9,0.5138333257378269
5ad905771c,0.5190599039508276
6f20e5019f,0.5180981020488242
f9f6df7616,0.5170963273050958
f8d5f5e1b6,0.6091721544514637
341b6ba030,0.5231825404322816
9fa31fef3a,0.5082504340505632
add6e0fb10,0.5057292044398692
f9729e1723,0.5287273624805134
b05c0932ef,0.5140688608887705
dc438afc04,0.5379000582962028
ea25549946,0.49607509216565204
b8239b94b6,0.510464532815002
a2dce2d4a5,0.5327409319629777
c8bfc4fa31,0.5161107157771345
06c7a382b5,0.5206333545583149
f89aa2b1a7,0.52006824849439
277cbc28c1,0.522895253281752
919a592fb8,0.4983364499412148
668c6e4f37,0.5030334446196496
aa02e1474e,0.505247548052256
aba83dcdd0,0.5109117282256561
de48b13ea3,0.5143814601602196
0c80861ccd,0.5196431597417306
492dcd83d3,0.5038698059310485
c0bd59ba6e,0.5149240241623173
8ad2c3b33c,0.51026004636681
d29e5897b0,0.5238327218815343
c6f399ed79,0.47955214155868586
520bb9d251,0.5113030925369546
12241f5f65,0.5118651142452145
4286c8259e,0.5169292212096441
ce92fc65bb,0.5107194636420325
529baa6ef9,0.52080079743395
693e669d3a,0.5323330646725533
78763dc0e9,0.5045208365168352
71218a0c1a,0.506620991124753
c15dcef9d0,0.5081553234966294
a452033574,0.5233014536905799
07f449712d,0.5197915243593716
b92a5020fa,0.519076666696189
096e3a4571,0.5056966577794707
4c8e765644,0.5314562459826679
fa422ab5bf,0.5023909835257203
d247f58464,0.5119856489656991
3c78371c6f,0.5118261316497784
06ec432120,0.5194563735594832
db517e6b40,0.5994165143518658
3f5fdf21cd,0.5091745690352293
6988b3b2e4,0.5090865178618464
8efe9567ca,0.5506301278541109
b7caa4bfc4,0.5108028793458533
07521b2048,0.519756760305846
ec73f2f3f7,0.5115291140359894
d00f04f0b3,0.5195482129835743
834e17c55e,0.5147613085138214
077acb18d0,0.512033880783333
9d8b9c6aed,0.5103680768495708
cd8e5d9b0d,0.5244401153408846
dc051ff679,0.5183983340269694
23eb2e7710,0.5111394570266596
9fb35a657d,0.5371784389264562
66b18f7dc7,0.5148248956056047
496711d3dc,0.5198104213033754
6d33c7c877,0.5449001086054427
ddc32e8e88,0.5095764469210989
2d8670e38c,0.5114299857247107
515c73950b,0.5140878745793778
d480cf726d,0.5086408296187959
fef3e08e47,0.5095002143841206
eedc2614be,0.5165937835807373
